Location,Location URI
"lincoln, neb",http://history.archives.mbl.edu/concepts/location/8d52ba07-fe03-436f-9963-439db53fd115
new york university.,http://history.archives.mbl.edu/concepts/location/08611cac-425c-4019-b361-1c3b3f3f055e
"dayton, oh",http://history.archives.mbl.edu/concepts/location/624cf14e-3d95-4cbf-848e-fb4ef2997176
"hingham, ma",http://history.archives.mbl.edu/concepts/location/56994d2f-cde0-4cf1-8281-d8fbfa607560
san francisco school of medicine,http://history.archives.mbl.edu/concepts/location/568ce9d9-e15f-49d0-b37d-c828cc3202aa
"mill hill, london, england",http://history.archives.mbl.edu/concepts/location/73695ada-be29-4018-a30b-3953a45f8f13
"56ii west i50th street, new york, ny",http://history.archives.mbl.edu/concepts/location/4f1bef30-aa86-4a77-b811-63a528191a10
ntnu,http://history.archives.mbl.edu/concepts/location/e253b271-d796-43d7-bb9c-6388d94bf74a
slovak republic,http://history.archives.mbl.edu/concepts/location/5f486fa5-4323-49af-9b3b-280ee37e377d
frg,http://history.archives.mbl.edu/concepts/location/966a125c-9973-45d9-8108-69b57a1415aa
"rangoon, burma",http://history.archives.mbl.edu/concepts/location/f61c134e-897e-435e-9a07-b573e7cb665b
"everett, washington",http://history.archives.mbl.edu/concepts/location/02c248aa-ee7c-4a45-9360-0e419c327bff
"naples, italy",http://history.archives.mbl.edu/concepts/location/baba354a-728c-491a-a724-0989a3cc9331
"peking, china",http://history.archives.mbl.edu/concepts/location/3d683d5a-b7d6-4c44-8083-028c6059a273
ceylon.,http://history.archives.mbl.edu/concepts/location/2faa88f9-34b9-42fd-8897-7a045f757a8f
"graz, austria",http://history.archives.mbl.edu/concepts/location/98fc1652-32b5-48d8-922a-71a3e5e98e74
san francisco a+- cvri,http://history.archives.mbl.edu/concepts/location/3cea01e9-a0c7-469c-ba80-111b212f1d0d
"eindhoven, netherlands",http://history.archives.mbl.edu/concepts/location/2dd474ed-c419-4072-be2a-6dca181f9dec
"misaki, japan",http://history.archives.mbl.edu/concepts/location/7bacc7e3-114b-48cc-b541-0268c292e2c7
"budapest, hungary",http://history.archives.mbl.edu/concepts/location/87fb4413-8070-43af-8974-94fbf6ccdfa0
"washington, d. c.",http://history.archives.mbl.edu/concepts/location/babdb3f5-f45b-4aa7-bd1c-680fed092288
"tallahassee, fl",http://history.archives.mbl.edu/concepts/location/a5f7f9a0-f366-4f94-bf0b-5791dd52779f
irvine,http://history.archives.mbl.edu/concepts/location/ec0eb183-0611-4cb3-99ab-a9dc1371119f
cuny,http://history.archives.mbl.edu/concepts/location/1de48a02-ca8b-4831-a05b-457fc6910dbb
"london, u.k.",http://history.archives.mbl.edu/concepts/location/27a3e3a8-d51b-4ea8-a712-36d95bcf03a6
"9i4 highland avenue, fall river, ma",http://history.archives.mbl.edu/concepts/location/efd47724-4bb2-429d-bb4b-d2b2558b2a3e
"somerville, ma",http://history.archives.mbl.edu/concepts/location/f569b0dc-3fc0-49a2-80b7-9e27c40ff7cc
"hatfield, ma",http://history.archives.mbl.edu/concepts/location/7f13e38c-7d84-4821-8988-601386a46b44
"williamsport, pa",http://history.archives.mbl.edu/concepts/location/9efd08b0-5c33-407b-9503-7b1a2d63ed9e
"bristol, england",http://history.archives.mbl.edu/concepts/location/6c2a11b5-9b1a-4324-878a-18639d0826df
"oxford, md",http://history.archives.mbl.edu/concepts/location/4bcf3594-7958-457d-b6fe-e34d8586bdb5
rutgers,http://history.archives.mbl.edu/concepts/location/37aa93f4-9c1d-43e9-bcc6-fa10196e8002
"torrinton, ct",http://history.archives.mbl.edu/concepts/location/666ad299-719d-4b99-8c52-66670a3b37fd
"circleville, oh",http://history.archives.mbl.edu/concepts/location/54304097-d580-4d7d-9846-f716dc83d55a
"oxford, ms",http://history.archives.mbl.edu/concepts/location/72a9c641-4da2-4031-8eab-b3a9c75b9871
"siena, italy",http://history.archives.mbl.edu/concepts/location/68e1af89-8dff-413a-96ca-104410d2b9c0
japan.,http://history.archives.mbl.edu/concepts/location/c8a3cbe5-3ade-4a0f-88ef-36ab503bf640
"minneapolis, mn",http://history.archives.mbl.edu/concepts/location/b1e752c6-aa9c-48f6-99d4-0be72697eac1
mexico,http://history.archives.mbl.edu/concepts/location/3db0febd-2320-4a1d-a024-cabf274d8080
"49 boonton ave., butler, nj",http://history.archives.mbl.edu/concepts/location/d573b6d2-714e-48af-9552-aac1ef2eae5c
"middleburg, va",http://history.archives.mbl.edu/concepts/location/f7f7a624-ae88-49ea-99d7-54be4a8a5b80
roumania.,http://history.archives.mbl.edu/concepts/location/834b7807-2949-49bc-9dad-f4d91c38daf2
il,http://history.archives.mbl.edu/concepts/location/b89f2e70-db59-408d-b8e9-bb4299cf7a67
bellevue medical center,http://history.archives.mbl.edu/concepts/location/97967424-de76-4a8f-8980-b8254088a3dd
seattle,http://history.archives.mbl.edu/concepts/location/af5077b7-3e84-4516-9d9f-7772358f936d
"chappaqua, ny",http://history.archives.mbl.edu/concepts/location/33abaa05-0eca-4dfb-9821-080563462235
"608 mathews avenue, urbana, il",http://history.archives.mbl.edu/concepts/location/03b7d616-d628-4971-be4d-01f17637e2a3
"mendoza, argentina",http://history.archives.mbl.edu/concepts/location/ffd26b92-cb01-442c-b878-2f0142489cf3
nih,http://history.archives.mbl.edu/concepts/location/bd64b54c-9055-4140-8c42-c0ac2b955e3b
"beaver dam, wi",http://history.archives.mbl.edu/concepts/location/ea1b7f78-56c4-4224-abc3-032547902518
"quincy, il",http://history.archives.mbl.edu/concepts/location/86095f73-c2f0-45a2-97a5-da6e4ab04bda
kansas city,http://history.archives.mbl.edu/concepts/location/6e325b18-4414-4ffb-8c9b-d30c3386928a
"wellesley, ma",http://history.archives.mbl.edu/concepts/location/6b2d11a2-db1f-4b33-945e-7251e5e23e29
"fargo, nd",http://history.archives.mbl.edu/concepts/location/a23b3db8-4402-4fcc-b1ee-3ee0f1078362
u. s. bureau of commercial fisheries,http://history.archives.mbl.edu/concepts/location/9925886b-216a-49d2-a3ab-d7986f3d3388
vrije university amsterdam,http://history.archives.mbl.edu/concepts/location/1dcb8dc1-1ca0-4ebd-9856-ab753720b267
new york city.,http://history.archives.mbl.edu/concepts/location/974db131-543c-42e6-b312-603957b055bb
"marblehead, ma",http://history.archives.mbl.edu/concepts/location/748c6e4a-dbeb-4e9b-a7ca-1c4ed51e2fcc
"exeter, nh",http://history.archives.mbl.edu/concepts/location/3909bc66-9b31-476f-a397-2b96aecdaefa
"moores hill, in",http://history.archives.mbl.edu/concepts/location/7d0b3766-4cbf-4ff6-ad3b-74a30d2354c8
"west bridgewater, ma",http://history.archives.mbl.edu/concepts/location/d0e5eb89-ac52-4cd9-9386-b21e32e9d01f
the,http://history.archives.mbl.edu/concepts/location/a16ac600-635e-43a0-8608-c8159b3b8c7c
"98 vinton street, providence, ri",http://history.archives.mbl.edu/concepts/location/15fdcdf7-c2d2-4f9a-a9c4-6d087221a10b
"st. bonaventure, ny",http://history.archives.mbl.edu/concepts/location/f3a80ead-0618-4737-8385-1a9aadf4e17a
"topsham, me",http://history.archives.mbl.edu/concepts/location/4a6aaf87-d66c-40ca-8719-a56ac4bbe14b
birmingham,http://history.archives.mbl.edu/concepts/location/469da838-0a31-4e1f-8d01-13dd95862e50
germany.,http://history.archives.mbl.edu/concepts/location/6c166ca1-18e3-4c31-9d35-f3001ee264c8
"ludlow, ma",http://history.archives.mbl.edu/concepts/location/5f75ac5b-d44b-49e9-b014-ac91baff81ee
"warren, il",http://history.archives.mbl.edu/concepts/location/c7132209-aebf-4150-a128-80f5997e1dcb
brooklyn.,http://history.archives.mbl.edu/concepts/location/ecbe1f7b-3302-488b-9f43-06cd9c9f8ac0
boku vienna,http://history.archives.mbl.edu/concepts/location/d48ffdda-ef5d-44b1-836b-26f4180d62a0
"ann arbor, mich",http://history.archives.mbl.edu/concepts/location/5d3684cf-5bd2-4ce2-b935-3c8f4f353698
"wheelersburg, scioto county, oh",http://history.archives.mbl.edu/concepts/location/3c394c89-da1d-464b-aaaa-858270a0c7b4
"356 second ave., new york, ny",http://history.archives.mbl.edu/concepts/location/d56ed979-8c95-4d11-967b-39102f74ad6c
"mount vernon, ny",http://history.archives.mbl.edu/concepts/location/29d86cac-d2c2-43cb-91d9-86638faeadc7
woods hole,http://history.archives.mbl.edu/concepts/location/27202c30-1830-4865-be8e-575f9915feb3
"waterville, me",http://history.archives.mbl.edu/concepts/location/3a4a8c91-f8f2-47b2-9afd-48eeda4585b1
"london, england",http://history.archives.mbl.edu/concepts/location/89fc0e8c-2402-4c3f-a640-0442929fa1f9
"i05 s. 4ist street, philadelphia, pa",http://history.archives.mbl.edu/concepts/location/92ce789e-1cff-4352-9582-1ca73949be7d
"reading, ma",http://history.archives.mbl.edu/concepts/location/c0a1fc78-834c-4430-a945-9e6be7a0dde7
"5ii7 s. 4ist street, philadelphia, pa",http://history.archives.mbl.edu/concepts/location/778ca1d0-6a10-4f8b-923d-e7598084d3ba
"brunswick, me",http://history.archives.mbl.edu/concepts/location/129bb791-6afa-4013-8c9b-aed3a7c125a9
"falmouth, mass",http://history.archives.mbl.edu/concepts/location/0f154ed2-6901-4bfd-b9aa-fbfd626906be
"pontiac, mi",http://history.archives.mbl.edu/concepts/location/0018365b-838d-4aef-8fd2-eef0825e31b8
saint peter's college,http://history.archives.mbl.edu/concepts/location/c29756e4-7398-48c2-8e39-b17f14e9eb33
"manhattan, ny",http://history.archives.mbl.edu/concepts/location/3b5d9036-e371-4ea0-8c0a-ef7e9a658541
"ii5 portsmouth terrace, rochester, ny",http://history.archives.mbl.edu/concepts/location/c49fa930-c039-4649-a2c1-38e8e147bf6d
"binghamton, ny",http://history.archives.mbl.edu/concepts/location/a991711b-59eb-4f64-a6d0-60c4e1fdaef5
"lake forest, il",http://history.archives.mbl.edu/concepts/location/3a0bb323-afa5-4b52-b534-4d115c3ad7b0
"niagara falls, canada",http://history.archives.mbl.edu/concepts/location/1d3650de-b096-497f-a710-2d883872c8d9
"palmer, ma",http://history.archives.mbl.edu/concepts/location/bb27abfb-1f31-4639-9c67-0cf8e6dbe9f3
"moline, il",http://history.archives.mbl.edu/concepts/location/d49740a6-9fa6-45a4-9dd6-7b2c7c939a75
"shiraz, iran",http://history.archives.mbl.edu/concepts/location/71cc7b4a-9498-4f1e-a8e1-337686e94845
"ii00ii bolton street, baltimore, md",http://history.archives.mbl.edu/concepts/location/4f32e1dc-a47f-4093-b325-de2675753a4d
"halifax, n.s.",http://history.archives.mbl.edu/concepts/location/d944332a-e67c-4ef0-ad21-9787b9f44eda
"denver, co",http://history.archives.mbl.edu/concepts/location/b5f05e31-f0f7-49df-a58b-0b450becaa4e
"86 chestnut st., boston 8, mass",http://history.archives.mbl.edu/concepts/location/13b2d233-3043-489a-9511-a41d6e2a541b
jersey city,http://history.archives.mbl.edu/concepts/location/76f1bee5-5106-4139-b468-1a6af737c7d5
"salem, ma",http://history.archives.mbl.edu/concepts/location/63bdbf51-68d2-4491-a649-c38c65be0c36
"fox chase, philadelphia",http://history.archives.mbl.edu/concepts/location/8a975f20-f3a5-4fcb-87c8-ea01ee24cb70
"santiago, chile",http://history.archives.mbl.edu/concepts/location/c0490595-2bc5-4b8d-bf1c-9486afd87d9c
"amherst, ma",http://history.archives.mbl.edu/concepts/location/27cb7cea-b20d-4f52-b6ed-a9455b2062bb
"national institute of mental health, national institutes of health",http://history.archives.mbl.edu/concepts/location/8ca73d68-f46b-41ee-bd24-c79486173803
"evergreen, hampden, baltimore, md",http://history.archives.mbl.edu/concepts/location/4c6920ac-5ff3-47cc-9226-f07d8ddd1e7c
"setauket, ny",http://history.archives.mbl.edu/concepts/location/e5509350-dd64-4735-a83f-ff3cb49b53c0
mbl,http://history.archives.mbl.edu/concepts/location/117b0cf9-2384-484a-b91d-d2f02818e340
"montreal, quebec, canada",http://history.archives.mbl.edu/concepts/location/78227abe-b568-4b0f-8de3-8110b13a1fb3
"narragansett, ri",http://history.archives.mbl.edu/concepts/location/91af494d-3211-43b7-b643-b87fec576084
"la crosse, wi",http://history.archives.mbl.edu/concepts/location/5fdc308b-addd-4cb6-8461-3e9578e451b4
"quissett, ma",http://history.archives.mbl.edu/concepts/location/310caf1d-8466-4ed2-ac58-15e7811dac45
ussr,http://history.archives.mbl.edu/concepts/location/7c28c37a-9962-459e-acce-be5ca7c27395
"la porte, in",http://history.archives.mbl.edu/concepts/location/520da33d-ad40-43c2-b868-4745c3502b71
jena,http://history.archives.mbl.edu/concepts/location/75dfb816-572e-4d4b-88b9-5c73ac5f5b42
"northampton, mass",http://history.archives.mbl.edu/concepts/location/d190f6c1-d83e-447c-a763-ae61dbad0322
"new canaan, ct",http://history.archives.mbl.edu/concepts/location/7ba20d18-d310-4b06-bc72-d97d51981216
"middletown, conn",http://history.archives.mbl.edu/concepts/location/66b277d7-4bb9-41d7-ab49-981737758bae
"moscow, ussr",http://history.archives.mbl.edu/concepts/location/6d9ca54a-d633-4bed-88e3-bd71429cf7ea
"peoria, il",http://history.archives.mbl.edu/concepts/location/8bab583c-bda4-4681-927a-eeea0382d446
"ii40 e. market st., indianapolis, in",http://history.archives.mbl.edu/concepts/location/fd4930b9-2dbc-494f-8c4f-0c70a062b2de
new jersey,http://history.archives.mbl.edu/concepts/location/bd53863c-8fa7-4b09-9cb2-b426ab82e6fd
"vermillion, sd",http://history.archives.mbl.edu/concepts/location/d5accbf9-3442-4d85-8350-a1529967ccc1
"nashua, nh",http://history.archives.mbl.edu/concepts/location/4f4becfd-5785-4672-8267-875d3a552101
austrai,http://history.archives.mbl.edu/concepts/location/cbc93896-7f01-474e-b1c3-22e80ab17cf0
"forest hills, ma",http://history.archives.mbl.edu/concepts/location/fc7e5a14-c0c4-44fd-bcfe-abd750d3b104
south korea,http://history.archives.mbl.edu/concepts/location/f39f6a1d-bf97-4ae8-9983-f4b2379e852c
institute of medical research,http://history.archives.mbl.edu/concepts/location/d4fbd7aa-bdbd-462d-a2b3-fb8675df415b
mcgill university,http://history.archives.mbl.edu/concepts/location/c943ca45-7dae-479c-a3a1-866459f23c66
"upper montclair, nj",http://history.archives.mbl.edu/concepts/location/f8de56c0-2104-45af-9297-dc7c2c48b318
santa barabra,http://history.archives.mbl.edu/concepts/location/2ff9ec6d-680a-454c-a046-035477841af7
"charlottesville, va",http://history.archives.mbl.edu/concepts/location/bf579038-2b27-4a43-9949-48cb34761755
"rio de janeiro, brasil",http://history.archives.mbl.edu/concepts/location/d2bae9a9-5a34-4fb3-9bf3-68ea7327a57e
"black rock avenue, unionport, new york, ny",http://history.archives.mbl.edu/concepts/location/b6f73e3f-8a1d-4729-9a5d-deafbf3e87af
"sorbonne, paris, france",http://history.archives.mbl.edu/concepts/location/874e6f79-2ba9-4058-bb66-48f7ff8c55b6
"4876 shrebrooke street, montreal, canada",http://history.archives.mbl.edu/concepts/location/5dfddb71-323b-4f07-8a74-0a92abec1e3a
long island center,http://history.archives.mbl.edu/concepts/location/1c7ac5aa-61ec-43d4-b5cb-b661f83fe36d
"i0iiii s. parnell ave, chicago 38, il",http://history.archives.mbl.edu/concepts/location/c2d8e886-2a53-45fb-aa09-5b9ab9014a83
"alberta, canada",http://history.archives.mbl.edu/concepts/location/9d2818e3-47ea-4523-ac5a-571d0d62f1ca
"pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/f58041f4-d0e7-48e5-bd27-530803688c6e
"eugene, or",http://history.archives.mbl.edu/concepts/location/21bd7f06-bacf-47fd-9d17-7d038439490c
medical branch,http://history.archives.mbl.edu/concepts/location/4cb2ae71-bc06-4012-9966-0a01b9650d86
tucson,http://history.archives.mbl.edu/concepts/location/9a33cb00-3afd-4a7d-a054-afe1363f8fd8
"rio de janeiro, brazil",http://history.archives.mbl.edu/concepts/location/5572aff4-eed5-483b-8662-05621e16b90d
"moultrie avenue, dorchester, ma",http://history.archives.mbl.edu/concepts/location/bde3afa2-24be-49f3-a4ae-72c2e04b2bc2
san marcos,http://history.archives.mbl.edu/concepts/location/a6e02beb-a142-4df7-a152-5dbe2d74cb24
"306 clifton ave, newark nj",http://history.archives.mbl.edu/concepts/location/9e090e9c-053f-40da-a364-c8d8b20e0654
marburg,http://history.archives.mbl.edu/concepts/location/d6da8abc-6769-407f-9c1a-1411a884ad2e
estonia,http://history.archives.mbl.edu/concepts/location/84243f37-d01b-4987-8a0d-671f80e967f7
"roxbury, ma",http://history.archives.mbl.edu/concepts/location/c109b3b8-e448-4dfb-a143-5f0acfef3b6c
"iii4 ii0th street, milwaukee, wi",http://history.archives.mbl.edu/concepts/location/114332fc-123e-470b-b7b0-38ba036a1da4
"hamilton, canada",http://history.archives.mbl.edu/concepts/location/d36df636-2198-48e0-82bc-a8dd34fcd501
"lund, sweden",http://history.archives.mbl.edu/concepts/location/2fd640eb-193f-45f8-b94d-dc1b541cc72d
"ii3 west 44th street, new york, ny",http://history.archives.mbl.edu/concepts/location/a02bd772-1e96-4477-87b5-e5c8d763d253
nh,http://history.archives.mbl.edu/concepts/location/f814b4b8-11e2-448e-9140-d48acff44186
nj,http://history.archives.mbl.edu/concepts/location/e6f2b577-ec97-43b3-9595-10fd9c2f9506
"fallsington, pa",http://history.archives.mbl.edu/concepts/location/17092ef9-1238-4c52-b0de-469a5c25a98d
"auburndale, ma",http://history.archives.mbl.edu/concepts/location/6d3d5f4d-1d09-49f2-8ac1-da8b7c70064c
south africa,http://history.archives.mbl.edu/concepts/location/260718da-3fdd-471a-a064-7ffd1114e88d
nc,http://history.archives.mbl.edu/concepts/location/5e35b7d8-34b2-42fa-8b1d-b204e3f4a883
"framingham, ma",http://history.archives.mbl.edu/concepts/location/701a06d6-16e9-46e0-a4ca-35c72c7be9b2
ny,http://history.archives.mbl.edu/concepts/location/dd76ec16-d0c1-4585-85f4-66bfea15db98
naples italy,http://history.archives.mbl.edu/concepts/location/22128e5a-df22-4c61-9aa7-fdbe1a250b51
"wabash, in",http://history.archives.mbl.edu/concepts/location/ce180a4a-4ef7-4f5d-87e1-d1221aaba1a4
"3 center st., portland, me",http://history.archives.mbl.edu/concepts/location/ffca2939-5d0b-422e-ad58-f47234336e54
"south hadley, mass.",http://history.archives.mbl.edu/concepts/location/f3980584-ce6e-4f65-8986-32769a04348d
"sherborn, ma",http://history.archives.mbl.edu/concepts/location/ea330e66-4b24-4046-b3a5-68568b53e972
massachusetts general hospital,http://history.archives.mbl.edu/concepts/location/63d88700-94ae-4176-9a7b-edc042cd4956
"lawrence, ma",http://history.archives.mbl.edu/concepts/location/7e6beea6-4c4a-4c63-a37c-5722234de783
"boston, mass",http://history.archives.mbl.edu/concepts/location/92fb18e4-b918-4320-8340-91d7a5d7078d
"preto, brazil",http://history.archives.mbl.edu/concepts/location/1309ca6e-9521-4963-94fd-247f4cde4a4e
"plymouth, mass",http://history.archives.mbl.edu/concepts/location/d221abf3-f56a-483d-b1db-1d237dee9112
the city university of new vork,http://history.archives.mbl.edu/concepts/location/44191fef-1613-4aa6-8c50-33a3e7f0eefc
upstate medical center,http://history.archives.mbl.edu/concepts/location/445b68ea-8a38-494b-82de-42e4fade1c6a
"louisville, ky",http://history.archives.mbl.edu/concepts/location/729d1aaf-d5b0-4ff9-a648-2122b12c0577
"brussels, belgium",http://history.archives.mbl.edu/concepts/location/b43ffc5e-156e-46ec-9dbd-b69bdb9c41a7
"stockholm, sweden",http://history.archives.mbl.edu/concepts/location/0e7e9f80-f3ff-4ac6-8ecf-514d1602ca15
"catawissa, pa",http://history.archives.mbl.edu/concepts/location/dae69767-97af-4f82-9bfa-4c91160dc4a2
cincinnati,http://history.archives.mbl.edu/concepts/location/e189243e-3c1e-4eae-b9ad-466959c040e6
"copenhagen, denmark",http://history.archives.mbl.edu/concepts/location/5155513e-711f-4dbf-ab78-1fa2f99bdc54
"clarkson, ny",http://history.archives.mbl.edu/concepts/location/cce30ba4-28a4-4bdb-b821-850d6f189145
llc,http://history.archives.mbl.edu/concepts/location/0b0bbc4c-15ee-4775-94d4-d2ddf12a9bcd
"knowville, tn",http://history.archives.mbl.edu/concepts/location/89ef1774-3e72-45fd-adaf-60d6b29662b5
venice,http://history.archives.mbl.edu/concepts/location/5bac3f21-24bb-4d3c-b234-1b46e51ce1e1
"milwaukee, wi",http://history.archives.mbl.edu/concepts/location/e714c473-6d20-43e2-97d1-4b973a6ad9e5
national institutes of l-lealth,http://history.archives.mbl.edu/concepts/location/5081d135-7ae3-4d1e-b546-9c762e864448
dartmouth,http://history.archives.mbl.edu/concepts/location/dd207da2-c5a1-406c-92be-d4740438fbc5
"300 court st., portsmouth, va",http://history.archives.mbl.edu/concepts/location/711e7143-88f7-4170-8248-48e8ce68b62e
"orange, nj",http://history.archives.mbl.edu/concepts/location/da82fbc8-0a92-4386-b482-a1e209789e8b
"paris, france",http://history.archives.mbl.edu/concepts/location/63f4cb8d-3224-4a7e-a246-eab0b8e50a46
philippines,http://history.archives.mbl.edu/concepts/location/20e20971-0846-430c-9066-509a2a2be498
"so. hadley, ma",http://history.archives.mbl.edu/concepts/location/19715f98-3f7e-4a9f-9bea-9e146fb8f44b
hawaii,http://history.archives.mbl.edu/concepts/location/d1cc9cfc-8e43-4616-be1b-4db4d55741e1
"elat, israel",http://history.archives.mbl.edu/concepts/location/44ad98b5-6678-4bac-b51e-d5af1a1fa9c8
"baldwin, ks",http://history.archives.mbl.edu/concepts/location/931e294b-04d1-4a9f-9090-389584917dd9
"ii9 n. hawthorne la., indianapolis, in",http://history.archives.mbl.edu/concepts/location/c1751c4d-6346-4236-9d02-84f8ba5fb18b
"madison, nj",http://history.archives.mbl.edu/concepts/location/aeb39b38-76e5-4200-8f2d-bdbda4fa0a36
"ave. galipan no. i6, san bernardino, caracas, venezuela",http://history.archives.mbl.edu/concepts/location/e03dc733-5f82-4534-b607-2d229cf446d4
"stanford, ca",http://history.archives.mbl.edu/concepts/location/f2feab60-4487-4da6-bf44-c23428c28610
"ii3 trowbridge road, worcester, ma",http://history.archives.mbl.edu/concepts/location/8645523b-1115-4f51-88ba-db86f8ec5364
"hartland, vt",http://history.archives.mbl.edu/concepts/location/92796dc9-8fd3-4541-9db7-88d4ea305290
"water mill, ny",http://history.archives.mbl.edu/concepts/location/544dfce4-a5a0-4a31-a22b-4b7d310acde7
"washinton, d.c.",http://history.archives.mbl.edu/concepts/location/1714f8d5-16dc-43d9-aa73-4292af76abf4
"ft. worth, tx",http://history.archives.mbl.edu/concepts/location/263a52bf-3aa6-49af-9dd6-e188a29c505b
"falls church, va",http://history.archives.mbl.edu/concepts/location/8b9838a5-7f58-410d-93ce-b2daa859959d
virgin islands,http://history.archives.mbl.edu/concepts/location/4b7897d6-ed54-4ebd-8a19-497a52e51da3
"6i7 south i6th st., philadelphia, pa",http://history.archives.mbl.edu/concepts/location/0cf2040f-bfa5-46cf-b62b-3f10542910c8
syracuse university,http://history.archives.mbl.edu/concepts/location/f9ad52d5-1a33-4975-a6c0-dc4e0195baec
"ii5 broad street, new york, ny",http://history.archives.mbl.edu/concepts/location/a4e9249e-31ea-49c0-90ed-5069e896b0f3
"university, nd",http://history.archives.mbl.edu/concepts/location/badf71a7-f4c3-448f-8704-1285b59f625e
"i rockefeller plaza, new york, ny",http://history.archives.mbl.edu/concepts/location/b5786e76-b7e0-4e27-bd30-26a885114c8e
"vineland, nj",http://history.archives.mbl.edu/concepts/location/d0210b51-ee3a-4eb7-b79a-613c9cc12271
"sorbonne, paris",http://history.archives.mbl.edu/concepts/location/9fd38d40-af67-48c6-ad8d-d7444eb17b8c
"ii5 brattle st., cambridge, ma",http://history.archives.mbl.edu/concepts/location/dbfb91e4-1050-48f0-9933-dd357745a7b4
"huntington, ny",http://history.archives.mbl.edu/concepts/location/1b29aec7-aae3-41fb-a1ec-58ff8bbc258f
"moodus, ct",http://history.archives.mbl.edu/concepts/location/8344a15a-354a-410d-abcf-b58885e424e4
"705 joy street, pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/cea51282-ef21-4863-8250-563588f8117c
montreal,http://history.archives.mbl.edu/concepts/location/e3875bb7-7776-4fdd-811b-7f9848dfd58e
"sud, orsay, france",http://history.archives.mbl.edu/concepts/location/de432b25-86dd-4e4e-b232-5ba51eb1bb55
retired,http://history.archives.mbl.edu/concepts/location/a44f0f8f-dffa-4f1b-b7de-ebbcb71605c6
"edgewood arsenal, md",http://history.archives.mbl.edu/concepts/location/f2037b83-d76b-44ed-b1bd-7053d91e418f
"stamford, ct",http://history.archives.mbl.edu/concepts/location/c694cdf9-e377-4876-892c-1cd92ee1b6fa
"university heights, new york city, ny",http://history.archives.mbl.edu/concepts/location/4f16d25b-99cc-4fdf-b9fd-bc2260a43c40
"373ii heidelberg, detroit, mi",http://history.archives.mbl.edu/concepts/location/59503bc3-2e6f-4cf0-b67f-f979610606e5
"838 riverside drive, new york, ny",http://history.archives.mbl.edu/concepts/location/74c10dab-f0b9-44d1-8763-3aea66c18fc3
"i300 york ave., new york iii",http://history.archives.mbl.edu/concepts/location/f786cbca-cb20-4e11-a37f-fe297535dd07
athens,http://history.archives.mbl.edu/concepts/location/c29a6100-3782-4527-883c-964d16792a64
france,http://history.archives.mbl.edu/concepts/location/3891b192-9373-43ad-9baa-dc95abcebf1d
"wusih, kiangsu, china",http://history.archives.mbl.edu/concepts/location/8b4738d8-2a49-48a2-8894-8a810c031adf
swizerland,http://history.archives.mbl.edu/concepts/location/dbea5502-9732-4074-8bf8-2256e8d1e6a3
peru,http://history.archives.mbl.edu/concepts/location/2305251b-ab58-4b93-8df3-aef0dd0cee08
la jolla.,http://history.archives.mbl.edu/concepts/location/83c8bba5-1c5c-44cb-87fd-ba97fcf5bc75
"fort wayne, in",http://history.archives.mbl.edu/concepts/location/dbda1139-8b2d-4edf-bebd-44d8945b4455
"marysville, oh",http://history.archives.mbl.edu/concepts/location/9e632b6a-8b91-4947-8dd0-2b4a1f7d5b77
"valley falls, ri",http://history.archives.mbl.edu/concepts/location/93edda6f-e881-40fa-936c-1654b3bfaecc
rehovot,http://history.archives.mbl.edu/concepts/location/229d675e-bd52-4176-a55b-bc83c5569382
"san juan, peurto rico",http://history.archives.mbl.edu/concepts/location/32740de7-12b1-4672-b92b-7acd4f36aa84
school of medicine at syracuse,http://history.archives.mbl.edu/concepts/location/312dbdda-9d65-46ab-a811-8b8d04848e13
"734 prospect avenue, hartford, ct",http://history.archives.mbl.edu/concepts/location/f8b7cfea-bbde-4caf-868c-24a78f9af8d2
"ventnoe city, nj",http://history.archives.mbl.edu/concepts/location/e14a29b0-d279-44b2-961b-0057dfe78e8b
"ontario, ca",http://history.archives.mbl.edu/concepts/location/16db9138-c5aa-4732-811a-e6084da1e7e9
tokyo,http://history.archives.mbl.edu/concepts/location/8fc392c9-477d-4987-b96d-57b808267263
the new,http://history.archives.mbl.edu/concepts/location/a04445d1-958c-4f4a-99b6-30f6bc185052
"new brunswick, nj",http://history.archives.mbl.edu/concepts/location/ad13e076-683d-4d7e-b7de-973ab9d067b1
"4539 jackson boulevard, chicago, il",http://history.archives.mbl.edu/concepts/location/ec0d4ff4-7c70-4fa9-85b2-391de69d9af4
"newtonville, ma",http://history.archives.mbl.edu/concepts/location/a12efa2a-6f3d-4fce-9f68-86885c21c1c9
ulm,http://history.archives.mbl.edu/concepts/location/2e185a8d-02b3-4856-9840-a893f4f8cd35
"iiii east 74th st., new york, ny",http://history.archives.mbl.edu/concepts/location/55bb3c80-60cd-4126-98dd-af22d04954a0
uruguay,http://history.archives.mbl.edu/concepts/location/be8731ad-49af-4bfc-91f9-4b2a04f346b1
"caracas, venezuela",http://history.archives.mbl.edu/concepts/location/49a22f52-962e-4ccc-851b-31befd56f3e6
"poughkeepsie, ny",http://history.archives.mbl.edu/concepts/location/ddcec562-c405-435e-942a-b11ade72d9c8
